item_id,n_interactions,release_year
372160,1,2016
504360,1,
422860,2,
523080,1,2016
513230,1,
434870,1,2016
371220,1,2015
406220,1,
339530,2,2015
438310,1,2016
438300,1,2016
24620,1,
477170,1,
493100,1,
36310,2,2010
427970,1,2016
8620,1,
479010,1,
347580,1,2015
383010,1,2015
430930,1,2017
6340,1,
425450,1,2017
329040,1,2015
405960,2,2015
393320,1,2010
420630,2,
494370,1,
371350,2,2015
35470,1,
29530,3,
461950,1,
24820,1,
377250,2,2015
404200,1,2017
381850,1,2015
7980,1,
316460,1,
509210,1,2016
308560,1,2015
10590,1,
374660,1,2015
395690,1,2015
443750,1,2016
491470,1,2016
514290,1,2017
471920,1,2016
42660,1,
434820,1,2016
342430,2,2015
510040,1,2016
381610,1,2015
503210,1,2016
305150,1,2013
329890,2,2015
512230,1,2016
337650,1,2016
347280,1,2016
381890,1,2017
443700,1,2016
372950,1,2015
433400,1,2016
402280,1,
456780,1,2016
33270,1,
444770,1,2016
375450,1,2016
353390,1,2015
354280,1,2016
433920,1,2016
485270,1,
